"id","house_id","price","area","rooms","street","website","location"
311,3002417883,3600,75,3.5,"Gubelstrasse 64","https://www.homegate.ch/rent/3002417883","8050 Zurich"
312,3002583703,3750,120,3.5,"Gujerstrasse 1","https://www.homegate.ch/rent/3002583703","8050 Zurich"
313,3002344269,3950,90,4.0,"Gubelstrasse 64","https://www.homegate.ch/rent/3002344269","8050 Zurich"
314,3002564459,4060,127,3.5,"Bruggliacker 37","https://www.homegate.ch/rent/3002564459","8050 Zurich"
315,3002560806,5250,138,4.5,"Leutschenbachstrasse 48","https://www.homegate.ch/rent/3002560806","8050 Zurich"
316,3002335349,1430,34,1.0,"Luegislandstrasse 84","https://www.homegate.ch/rent/3002335349","8051 Zurich"
317,3002500980,1800,62,4.0,"Grosswiesenstrasse 30","https://www.homegate.ch/rent/3002500980","8051 Zurich"
318,3002580298,2104,64,2.5,"Heerenschurlistrasse 3","https://www.homegate.ch/rent/3002580298","8051 Zurich"
319,3002493958,2190,70,3.0,"Luchswiesenstrasse 156","https://www.homegate.ch/rent/3002493958","8051 Zurich"
320,3002590758,982,45,2.0,"Schwandenwiesen 23","https://www.homegate.ch/rent/3002590758","8052 Zurich"
321,3002589967,1020,11,1.0,"Birchstrasse","https://www.homegate.ch/rent/3002589967","8052 Zurich"
322,3002589978,1100,18,1.0,"Katzenbachstrasse 71","https://www.homegate.ch/rent/3002589978","8052 Zurich"
323,3002591480,1150,28,1.0,"Starengasse 14","https://www.homegate.ch/rent/3002591480","8052 Zurich"
324,3002584575,1347,66,4.0,"Schwandenwiesen 8","https://www.homegate.ch/rent/3002584575","8052 Zurich"
325,3002588262,1530,52,2.0,"Buhlwiesenstrasse 20","https://www.homegate.ch/rent/3002588262","8052 Zurich"
326,3002585464,1537,66,4.0,"Schwandenwiesen 24","https://www.homegate.ch/rent/3002585464","8052 Zurich"
327,3002565457,1540,38,1.5,"Unterwerkstrasse 7","https://www.homegate.ch/rent/3002565457","8052 Zurich"
328,3002461718,1540,24,1.0,"Mattackerstrasse 11","https://www.homegate.ch/rent/3002461718","8052 Zurich"
329,3002569748,1550,61,3.0,"Caspar-Wust-Strasse 66","https://www.homegate.ch/rent/3002569748","8052 Zurich"
330,3002528115,2040,66,2.5,"Glatttalstrasse 44","https://www.homegate.ch/rent/3002528115","8052 Zurich"
331,3002511105,2065,74,3.5,"Glatttalstrasse 88","https://www.homegate.ch/rent/3002511105","8052 Zurich"
332,3002557677,2090,82,4.0,"Glatttalstrasse 60","https://www.homegate.ch/rent/3002557677","8052 Zurich"
333,3002288532,2248,48,2.5,"Schaffhauserstrasse 498","https://www.homegate.ch/rent/3002288532","8052 Zurich"
334,3002591344,2400,54,2.5,"Schaffhauserstrasse 453","https://www.homegate.ch/rent/3002591344","8052 Zurich"
335,3002253233,2550,58,2.5,"Schaffhauserstrasse 453","https://www.homegate.ch/rent/3002253233","8052 Zurich"
336,3002576382,2690,110,3.5,"Frohbuhlstrasse 9","https://www.homegate.ch/rent/3002576382","8052 Zurich"
337,3002591343,2750,50,2.5,"Schaffhauserstrasse 453","https://www.homegate.ch/rent/3002591343","8052 Zurich"
338,3002565369,2840,85,3.5,"Rumlangstrasse 31","https://www.homegate.ch/rent/3002565369","8052 Zurich"
339,3002568351,2930,120,4.5,"Katzenbachstrasse 225","https://www.homegate.ch/rent/3002568351","8052 Zurich"
340,3002565370,3010,100,4.5,"Rumlangstrasse 31","https://www.homegate.ch/rent/3002565370","8052 Zurich"
341,3002573490,1300,24,1.0,"Waserstrasse 43","https://www.homegate.ch/rent/3002573490","8053 Zurich"
342,3002584370,1586,63,2.5,"Im Trichtisal 4","https://www.homegate.ch/rent/3002584370","8053 Zurich"
343,3002579104,1996,83,3.5,"Im Trichtisal 6","https://www.homegate.ch/rent/3002579104","8053 Zurich"
344,3002287076,2250,80,2.5,"Witikonerstrasse 311b","https://www.homegate.ch/rent/3002287076","8053 Zurich"
345,3002545308,2310,87,4.5,"Buchholzstrasse 112","https://www.homegate.ch/rent/3002545308","8053 Zurich"
346,3002318337,2430,79,3.5,"Kienastenwiesweg 27","https://www.homegate.ch/rent/3002318337","8053 Zurich"
347,3002454386,2690,85,2.5,"Im Glockenacker 39","https://www.homegate.ch/rent/3002454386","8053 Zurich"
348,3002513639,2710,96,4.0,"Am Guggenberg 14","https://www.homegate.ch/rent/3002513639","8053 Zurich"
349,3002570808,2780,60,2.5,"8053 Zurich","https://www.homegate.ch/rent/3002570808","8053 Zurich"
350,104854547,3550,44,1.5,"Carl-Spitteler-Str. 70","https://www.homegate.ch/rent/104854547","8053 Zurich"
351,3002450107,2280,36,2.5,"Birmensdorferstrasse 591","https://www.homegate.ch/rent/3002450107","8055 Zurich"
352,3002334163,2650,60,2.0,"Hanfrose 8","https://www.homegate.ch/rent/3002334163","8055 Zurich"
353,3002591325,2780,50,2.5,"Goldbrunnenstrasse 137","https://www.homegate.ch/rent/3002591325","8055 Zurich"
354,3002584367,3890,114,4.5,"Schweighofstrasse 424","https://www.homegate.ch/rent/3002584367","8055 Zurich"
355,3002569541,1170,33,1.0,"Schurbungert 8","https://www.homegate.ch/rent/3002569541","8057 Zurich"
356,3002583983,1250,33,1.0,"Bruderhofweg 40","https://www.homegate.ch/rent/3002583983","8057 Zurich"
357,3001912350,1460,23,1.5,"Viktoriastrasse 29","https://www.homegate.ch/rent/3001912350","8057 Zurich"
358,3002336398,1750,12,1.0,"Schaffhauserstrasse 137","https://www.homegate.ch/rent/3002336398","8057 Zurich"
359,3002342276,1770,27,1.5,"Berninastrasse 58","https://www.homegate.ch/rent/3002342276","8057 Zurich"
360,3002584828,1920,51,2.5,"Allenmoosstrasse 120","https://www.homegate.ch/rent/3002584828","8057 Zurich"
361,3002336397,1980,15,1.0,"Schaffhauserstrasse 137","https://www.homegate.ch/rent/3002336397","8057 Zurich"
362,3002418389,2090,60,2.5,"Guggerweg 1","https://www.homegate.ch/rent/3002418389","8057 Zurich"
363,3002494106,2190,78,4.0,"Winterthurerstrasse 289","https://www.homegate.ch/rent/3002494106","8057 Zurich"
364,3002578529,2200,60,2.5,"Irchelstrasse 34","https://www.homegate.ch/rent/3002578529","8057 Zurich"
365,3002500912,2450,73,3.5,"Winterthurerstrasse 312","https://www.homegate.ch/rent/3002500912","8057 Zurich"
366,3002526785,2800,55,2.5,"Scheuchzerstrasse 157","https://www.homegate.ch/rent/3002526785","8057 Zurich"
367,3002572015,2990,110,3.5,"Langackerstrasse","https://www.homegate.ch/rent/3002572015","8057 Zurich"
368,3002571925,3650,90,4.0,"Allenmoosstrasse 121","https://www.homegate.ch/rent/3002571925","8057 Zurich"
369,3002439277,3810,115,4.5,"Kaferholzstrasse 54","https://www.homegate.ch/rent/3002439277","8057 Zurich"
370,3002578960,1730,59,3.0,"Bandliweg 5","https://www.homegate.ch/rent/3002578960","8064 Zurich"
371,3002582119,1810,56,2.5,"Meierwiesenstrasse 16","https://www.homegate.ch/rent/3002582119","8064 Zurich"
372,3002327424,3250,45,1.5,"Rennweg","https://www.homegate.ch/rent/3002327424","8001 Zurich"
373,3002476756,3285,35,1.5,"Bleicherweg","https://www.homegate.ch/rent/3002476756","8002 Zurich"
374,3002489450,2915,54,2.5,"Gotthelfstrasse 41","https://www.homegate.ch/rent/3002489450","8003 Zurich"
375,3002116193,1850,36,2.0,"Elisabethenstrasse 10-14","https://www.homegate.ch/rent/3002116193","8004 Zurich"
376,3002544043,2158,65,2.5,"8006 Zurich","https://www.homegate.ch/rent/3002544043","8006 Zurich"
377,3002321585,4000,90,3.5,"Zurichbergstrasse 199","https://www.homegate.ch/rent/3002321585","8044 Zurich"
378,3002560052,1730,42,1.0,"Wannerstrasse 26","https://www.homegate.ch/rent/3002560052","8045 Zurich"
379,3002510481,3000,72,3.5,"8046 Zurich","https://www.homegate.ch/rent/3002510481","8046 Zurich"
380,3002576343,1870,60,2.5,"Langgrutstrasse 63","https://www.homegate.ch/rent/3002576343","8047 Zurich"
381,3002469749,2100,60,3.0,"8048 Zurich","https://www.homegate.ch/rent/3002469749","8048 Zurich"
382,3002089923,3450,100,3.5,"Flurstrasse close to Hohlstrasse","https://www.homegate.ch/rent/3002089923","8048 Zurich"
383,3002571434,2200,95,3.5,"Regensdorferstrasse","https://www.homegate.ch/rent/3002571434","8049 Zurich"
384,3002588037,2500,95,4.5,"Geeringstrasse","https://www.homegate.ch/rent/3002588037","8049 Zurich"
385,3002347730,3600,80,2.5,"Buchzelgstrasse 50","https://www.homegate.ch/rent/3002347730","8053 Zurich"
386,3002332551,3900,95,2.5,"Im Glockenacker 35","https://www.homegate.ch/rent/3002332551","8053 Zurich"
387,3002533029,995,13,1.0,"Birmensdorferstrasse 593","https://www.homegate.ch/rent/3002533029","8055 Zurich"
388,3002262922,5304,160,5.5,"Wiedingstrasse 30","https://www.homegate.ch/rent/3002262922","8055 Zurich"
